image_id,item_id,gender,category,view,split,row_in_captions,caption
MEN-Denim-id_00000089-29_7_additional,id_00000089,MEN,Denim,additional,train,13,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns."
MEN-Denim-id_00000089-44_7_additional,id_00000089,MEN,Denim,additional,train,14,This man is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns.
MEN-Denim-id_00000089-45_7_additional,id_00000089,MEN,Denim,additional,train,15,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns."
MEN-Denim-id_00000089-46_7_additional,id_00000089,MEN,Denim,additional,train,16,This man wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The trousers this man wears is of long length. The trousers are with cotton fabric and pure color patterns.
MEN-Denim-id_00000182-01_7_additional,id_00000182,MEN,Denim,additional,query,17,This guy is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric and its neckline is v-shape. The pants this guy wears is of long length. The pants are with cotton fabric and solid color patterns.
MEN-Denim-id_00000265-01_2_side,id_00000265,MEN,Denim,side,gallery,18,"His T-shirt has short sleeves, cotton fabric and pure color patterns. It has a round neckline. The shorts the guy wears is of medium length. The shorts are with cotton fabric and solid color patterns. The gentleman has a hat in his head."
MEN-Denim-id_00000313-01_1_front,id_00000313,MEN,Denim,front,gallery,19,The gentleman is wearing a short-sleeve T-shirt with lattice patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The gentleman wears a long pants. The pants are with denim fabric and pure color patterns.
MEN-Denim-id_00000353-01_7_additional,id_00000353,MEN,Denim,additional,gallery,20,The gentleman is wearing a long-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is round. The trousers are with denim fabric and solid color patterns. The outer clothing this guy wears is with cotton fabric and solid color patterns. There is a hat in his head.
MEN-Denim-id_00000353-02_7_additional,id_00000353,MEN,Denim,additional,query,21,"His shirt has long sleeves, cotton fabric and pure color patterns. It has a lapel neckline. The trousers the gentleman wears is of long length. The trousers are with denim fabric and plaid patterns. The gentleman also wears an outer clothing, with denim fabric and pure color patterns. There is clothing on his waist."
MEN-Denim-id_00000516-01_1_front,id_00000516,MEN,Denim,front,train,22,The person wears a sleeveless tank shirt with solid color patterns and long pants. The tank shirt is with cotton fabric and it has a round neckline. The pants are with denim fabric and pure color patterns.
MEN-Denim-id_00000565-01_7_additional,id_00000565,MEN,Denim,additional,train,23,"His shirt has long sleeves, cotton fabric and plaid patterns. It has a lapel neckline. The guy wears a long trousers. The trousers are with denim fabric and lattice patterns. There is a hat in his head."
MEN-Denim-id_00000750-01_1_front,id_00000750,MEN,Denim,front,train,24,"His sweater has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. This gentleman wears a long trousers. The trousers are with denim fabric and lattice patterns. The outer clothing this man wears is with cotton fabric and pure color patterns."
MEN-Denim-id_00000826-01_1_front,id_00000826,MEN,Denim,front,gallery,25,"The T-shirt this gentleman wears has short sleeves and its fabric is cotton. The pattern of it is solid color. It has a v-shape neckline. This gentleman wears a long trousers, with cotton fabric and solid color patterns."
MEN-Denim-id_00000826-02_7_additional,id_00000826,MEN,Denim,additional,gallery,26,"The shirt this guy wears has medium sleeves, its fabric is cotton, and it has solid color patterns. The shirt has a round neckline. This guy wears a long trousers, with cotton fabric and solid color patterns."
MEN-Denim-id_00000826-03_1_front,id_00000826,MEN,Denim,front,gallery,27,"The upper clothing has short sleeves, cotton fabric and solid color patterns. The neckline of it is crew. The lower clothing is of long length. The fabric is denim and it has solid color patterns."
MEN-Denim-id_00000826-04_7_additional,id_00000826,MEN,Denim,additional,query,28,"His tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a crew neckline. The trousers this person wears is of long length. The trousers are with denim fabric and lattice patterns."
MEN-Denim-id_00000867-01_1_front,id_00000867,MEN,Denim,front,gallery,29,"His T-shirt has short sleeves, cotton fabric and pure color patterns. The neckline of it is round. This man wears a long trousers. The trousers are with denim fabric and complicated patterns."
MEN-Denim-id_00000938-02_1_front,id_00000938,MEN,Denim,front,gallery,30,"His shirt has long sleeves, cotton fabric and striped patterns. The neckline of it is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns. The outer clothing is with leather fabric and solid color patterns. There is an accessory on his wrist."
MEN-Denim-id_00000938-03_7_additional,id_00000938,MEN,Denim,additional,query,31,This gentleman is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric and its neckline is crew. The trousers this gentleman wears is of long length. The trousers are with cotton fabric and pure color patterns.
MEN-Denim-id_00000938-05_1_front,id_00000938,MEN,Denim,front,gallery,32,The gentleman is wearing a short-sleeve shirt with pure color patterns. The shirt is with denim fabric. It has a lapel neckline. The trousers the gentleman wears is of long length. The trousers are with cotton fabric and plaid patterns.
MEN-Denim-id_00001198-01_7_additional,id_00001198,MEN,Denim,additional,query,33,This person wears a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a stand neckline. The pants this person wears is of long length. The pants are with cotton fabric and solid color patterns.
MEN-Denim-id_00001198-02_7_additional,id_00001198,MEN,Denim,additional,gallery,34,The gentleman wears a long-sleeve sweater with pure color patterns and long trousers. The sweater is with cotton fabric and it has a stand neckline. The trousers are with cotton fabric and plaid patterns.
MEN-Denim-id_00001198-03_7_additional,id_00001198,MEN,Denim,additional,query,35,"The upper clothing has long sleeves, cotton fabric and pure color patterns. The neckline of it is stand. The lower clothing is of long length. The fabric is cotton and it has solid color patterns."
MEN-Denim-id_00001198-04_7_additional,id_00001198,MEN,Denim,additional,query,36,The guy wears a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a stand neckline. The guy wears a long trousers. The trousers are with cotton fabric and lattice patterns.
MEN-Denim-id_00001223-01_4_full,id_00001223,MEN,Denim,full,gallery,37,"The shirt this gentleman wears has long sleeves and it is with cotton fabric and pure color patterns. The neckline of the shirt is crew. This gentleman wears a long trousers, with denim fabric and lattice patterns. This man also wears an outer clothing, with cotton fabric and solid color patterns. The person wears a belt."
MEN-Denim-id_00001231-01_4_full,id_00001231,MEN,Denim,full,train,38,This guy is wearing a tank tank shirt with pure color patterns. The tank shirt is with cotton fabric and its neckline is crew. This guy wears a long pants. The pants are with denim fabric and plaid patterns. There is an accessory on his wrist.
MEN-Denim-id_00001952-01_7_additional,id_00001952,MEN,Denim,additional,train,39,"His sweater has long sleeves, denim fabric and pure color patterns. The neckline of it is lapel. The trousers this guy wears is of long length. The trousers are with cotton fabric and pure color patterns. This person wears a hat."
MEN-Denim-id_00002243-01_4_full,id_00002243,MEN,Denim,full,train,40,"This person is wearing a long-sleeve sweater with pure color patterns and a long pants. The sweater is with cotton fabric. The pants are with denim fabric and solid color patterns. The person also wears an outer clothing, with cotton fabric and solid color patterns. This gentleman is wearing a hat."
MEN-Denim-id_00002476-01_1_front,id_00002476,MEN,Denim,front,gallery,41,"The upper clothing has long sleeves, cotton fabric and solid color patterns. It has a crew neckline. The lower clothing is of long length. The fabric is denim and it has lattice patterns."
MEN-Denim-id_00002559-01_4_full,id_00002559,MEN,Denim,full,gallery,42,This man wears a short-sleeve shirt with pure color patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is round. The pants are with denim fabric and lattice patterns.
MEN-Denim-id_00002559-03_7_additional,id_00002559,MEN,Denim,additional,query,43,This man wears a short-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is crew. The trousers are with denim fabric and solid color patterns.
MEN-Denim-id_00002578-01_1_front,id_00002578,MEN,Denim,front,query,44,The person wears a tank tank top with solid color patterns. The tank top is with cotton fabric. It has a round neckline. The trousers the person wears is of long length. The trousers are with cotton fabric and lattice patterns.
MEN-Denim-id_00002707-01_1_front,id_00002707,MEN,Denim,front,train,45,"His shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is crew. The person wears a long pants. The pants are with cotton fabric and pure color patterns."
MEN-Denim-id_00002735-01_1_front,id_00002735,MEN,Denim,front,train,46,"The shirt this gentleman wears has long sleeves and it is with cotton fabric and solid color patterns. The neckline of the shirt is crew. This gentleman wears a long trousers, with denim fabric and solid color patterns."
MEN-Denim-id_00002760-01_4_full,id_00002760,MEN,Denim,full,gallery,47,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric and its neckline is crew. The person wears a long trousers. The trousers are with denim fabric and pure color patterns. The gentleman wears sunglasses. There is an accessory on his wrist.
MEN-Denim-id_00002760-04_4_full,id_00002760,MEN,Denim,full,gallery,48,The guy wears a long-sleeve shirt with lattice patterns. The shirt is with cotton fabric. It has a lapel neckline. The guy wears a long pants. The pants are with denim fabric and lattice patterns. The guy wears a hat.
MEN-Denim-id_00003074-01_1_front,id_00003074,MEN,Denim,front,query,49,This person is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric and its neckline is round. This person wears a long trousers. The trousers are with cotton fabric and solid color patterns.
MEN-Denim-id_00003242-01_7_additional,id_00003242,MEN,Denim,additional,query,50,This guy is wearing a short-sleeve shirt with solid color patterns and a long pants. The shirt is with cotton fabric and its neckline is crew. The pants are with denim fabric and solid color patterns.
MEN-Denim-id_00003252-01_1_front,id_00003252,MEN,Denim,front,gallery,51,"The upper clothing has short sleeves, cotton fabric and pure color patterns. It has a crew neckline. The lower clothing is of long length. The fabric is cotton and it has plaid patterns."
MEN-Denim-id_00003341-01_7_additional,id_00003341,MEN,Denim,additional,query,52,This person is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. This person wears a long trousers. The trousers are with denim fabric and lattice patterns.
MEN-Denim-id_00003570-01_7_additional,id_00003570,MEN,Denim,additional,query,53,This man wears a short-sleeve shirt with pure color patterns and long trousers. The shirt is with cotton fabric and it has a lapel neckline. The trousers are with cotton fabric and solid color patterns.
MEN-Denim-id_00003734-01_1_front,id_00003734,MEN,Denim,front,gallery,54,The person is wearing a long-sleeve sweater with stripe patterns and a long pants. The sweater is with knitting fabric. The neckline of the sweater is round. The pants are with denim fabric and solid color patterns.
MEN-Denim-id_00003845-02_1_front,id_00003845,MEN,Denim,front,query,55,"The shirt this guy wears has short sleeves and its fabric is cotton. The pattern of it is pure color. It has a stand neckline. This guy wears a long trousers, with denim fabric and lattice patterns."
MEN-Denim-id_00003879-01_7_additional,id_00003879,MEN,Denim,additional,train,56,"His tank shirt has sleeves cut off, cotton fabric and solid color patterns. It has a crew neckline. The trousers the guy wears is of long length. The trousers are with cotton fabric and graphic patterns. There is an accessory on his wrist."
MEN-Denim-id_00003879-02_7_additional,id_00003879,MEN,Denim,additional,train,57,The gentleman wears a tank tank top with pure color patterns. The tank top is with cotton fabric. It has a round neckline. The gentleman wears a long trousers. The trousers are with cotton fabric and graphic patterns. There is an accessory on his wrist.
MEN-Denim-id_00004051-01_4_full,id_00004051,MEN,Denim,full,gallery,58,This gentleman wears a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The pants this gentleman wears is of long length. The pants are with denim fabric and pure color patterns.
MEN-Denim-id_00004064-01_4_full,id_00004064,MEN,Denim,full,train,59,This man is wearing a medium-sleeve shirt with solid color patterns. The shirt is with denim fabric. It has a lapel neckline. This man wears a long pants. The pants are with denim fabric and lattice patterns.
MEN-Denim-id_00004714-01_7_additional,id_00004714,MEN,Denim,additional,query,60,The gentleman is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric and its neckline is round. The pants the gentleman wears is of long length. The pants are with denim fabric and solid color patterns.
MEN-Denim-id_00004807-01_7_additional,id_00004807,MEN,Denim,additional,query,61,"His shirt has short sleeves, cotton fabric and pure color patterns. It has a v-shape neckline. The pants this man wears is of long length. The pants are with denim fabric and pure color patterns."
MEN-Denim-id_00004998-01_4_full,id_00004998,MEN,Denim,full,train,62,The person is wearing a tank tank shirt with pure color patterns. The tank shirt is with cotton fabric. It has a v-shape neckline. The pants the person wears is of long length. The pants are with denim fabric and plaid patterns. There is an accessory on his wrist. The person has glasses on his hands or clothes.
MEN-Denim-id_00005208-01_7_additional,id_00005208,MEN,Denim,additional,train,63,"The shirt this person wears has long sleeves and it is with cotton fabric and pure color patterns. The neckline of the shirt is crew. This person wears a long pants, with cotton fabric and solid color patterns. The outer clothing is with leather fabric and pure color patterns."
MEN-Denim-id_00005378-01_7_additional,id_00005378,MEN,Denim,additional,train,64,The person wears a long-sleeve sweater with solid color patterns and long trousers. The sweater is with knitting fabric and it has a round neckline. The trousers are with cotton fabric and pure color patterns.
MEN-Denim-id_00005447-01_4_full,id_00005447,MEN,Denim,full,train,65,This man wears a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a round neckline. The pants this man wears is of long length. The pants are with denim fabric and solid color patterns. The outer clothing the gentleman wears is with cotton fabric and solid color patterns. There is an accessory on his wrist.
MEN-Denim-id_00005608-01_7_additional,id_00005608,MEN,Denim,additional,query,66,This gentleman is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. This gentleman wears a long pants. The pants are with denim fabric and plaid patterns.
MEN-Denim-id_00005663-01_4_full,id_00005663,MEN,Denim,full,train,67,The guy is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a crew neckline. The trousers the guy wears is of long length. The trousers are with cotton fabric and pure color patterns. There is an accessory on his wrist. The gentleman has a pair of glasses on his hands or clothes.
MEN-Denim-id_00005724-01_7_additional,id_00005724,MEN,Denim,additional,query,68,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric. It has a lapel neckline. The person wears a long trousers. The trousers are with denim fabric and pure color patterns.
MEN-Denim-id_00005769-02_4_full,id_00005769,MEN,Denim,full,query,69,This guy is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a round neckline. The pants this guy wears is of long length. The pants are with denim fabric and solid color patterns. The outer clothing is with cotton fabric and pure color patterns.
MEN-Denim-id_00005826-01_7_additional,id_00005826,MEN,Denim,additional,train,70,"The T-shirt this person wears has short sleeves, its fabric is cotton, and it has pure color patterns. The T-shirt has a lapel neckline. This person wears a long trousers, with cotton fabric and pure color patterns."
MEN-Denim-id_00005887-01_7_additional,id_00005887,MEN,Denim,additional,query,71,The guy wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a round neckline. The pants the guy wears is of long length. The pants are with cotton fabric and solid color patterns.
MEN-Denim-id_00005887-02_7_additional,id_00005887,MEN,Denim,additional,gallery,72,The gentleman is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is crew. The trousers the gentleman wears is of long length. The trousers are with denim fabric and solid color patterns.
MEN-Denim-id_00005887-03_7_additional,id_00005887,MEN,Denim,additional,query,73,"The shirt the person wears has short sleeves, its fabric is cotton, and it has pure color patterns. The shirt has a crew neckline. The person wears a long trousers, with denim fabric and lattice patterns."
MEN-Denim-id_00006034-01_4_full,id_00006034,MEN,Denim,full,gallery,74,The gentleman is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric. It has a round neckline. The gentleman wears a long pants. The pants are with denim fabric and solid color patterns. The outer clothing is with denim fabric and solid color patterns. There is an accessory on his wrist.
MEN-Denim-id_00006106-01_7_additional,id_00006106,MEN,Denim,additional,train,75,"His shirt has long sleeves, cotton fabric and other patterns. It has a crew neckline. The person wears a long pants. The pants are with denim fabric and plaid patterns."
MEN-Denim-id_00006117-01_4_full,id_00006117,MEN,Denim,full,train,76,"His shirt has short sleeves, cotton fabric and lattice patterns. The neckline of it is lapel. The pants this man wears is of long length. The pants are with cotton fabric and pure color patterns. There is an accessory on his wrist."
MEN-Denim-id_00006359-01_7_additional,id_00006359,MEN,Denim,additional,train,77,This gentleman wears a long-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric and its neckline is crew. The trousers are with denim fabric and plaid patterns. The outer clothing this gentleman wears is with denim fabric and complicated patterns.
MEN-Denim-id_00006407-01_7_additional,id_00006407,MEN,Denim,additional,train,78,"The upper clothing has medium sleeves, cotton fabric and pure color patterns. It has a stand neckline. The lower clothing is of long length. The fabric is denim and it has solid color patterns."
MEN-Denim-id_00006407-02_7_additional,id_00006407,MEN,Denim,additional,train,79,The person is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric and its neckline is crew. The person wears a long trousers. The trousers are with denim fabric and pure color patterns.
MEN-Denim-id_00006407-03_7_additional,id_00006407,MEN,Denim,additional,train,80,This person wears a short-sleeve shirt with graphic patterns and a long pants. The shirt is with cotton fabric and its neckline is round. The pants are with cotton fabric and lattice patterns.
MEN-Denim-id_00006439-01_4_full,id_00006439,MEN,Denim,full,train,81,"The shirt the guy wears has short sleeves, its fabric is cotton, and it has solid color patterns. The shirt has a crew neckline. The guy wears a long pants, with denim fabric and solid color patterns."
MEN-Denim-id_00006465-01_7_additional,id_00006465,MEN,Denim,additional,train,82,The guy is wearing a short-sleeve shirt with solid color patterns. The shirt is with cotton fabric and its neckline is round. The trousers the guy wears is of long length. The trousers are with denim fabric and plaid patterns. There is a hat in his head.
MEN-Denim-id_00006841-01_1_front,id_00006841,MEN,Denim,front,train,83,"The T-shirt this gentleman wears has short sleeves, its fabric is cotton, and it has graphic patterns. The T-shirt has a round neckline. This gentleman wears a long pants, with denim fabric and solid color patterns."
MEN-Denim-id_00006959-01_1_front,id_00006959,MEN,Denim,front,train,84,This gentleman wears a medium-sleeve shirt with pure color patterns and long trousers. The shirt is with denim fabric and it has a lapel neckline. The trousers are with denim fabric and lattice patterns.
MEN-Denim-id_00007216-01_7_additional,id_00007216,MEN,Denim,additional,query,85,"The shirt this man wears has short sleeves and its fabric is cotton. The pattern of it is solid color. It has a crew neckline. This man wears a long trousers, with denim fabric and pure color patterns."
MEN-Denim-id_00007297-01_7_additional,id_00007297,MEN,Denim,additional,train,86,"His shirt has medium sleeves, denim fabric and solid color patterns. The neckline of it is lapel. The pants the person wears is of long length. The pants are with cotton fabric and pure color patterns."
MEN-Denim-id_00007300-01_1_front,id_00007300,MEN,Denim,front,train,87,"His shirt has medium sleeves, cotton fabric and striped patterns. It has a round neckline. This guy wears a long pants. The pants are with cotton fabric and pure color patterns. The outer clothing this person wears is with denim fabric and solid color patterns. The guy is wearing a ring on his finger. There is an accessory on his wrist."
MEN-Denim-id_00007524-01_4_full,id_00007524,MEN,Denim,full,query,88,This person wears a tank tank shirt with graphic patterns and long trousers. The tank shirt is with cotton fabric and it has a v-shape neckline. The trousers are with denim fabric and complicated patterns. There is an accessory on his wrist.
MEN-Denim-id_00007570-01_1_front,id_00007570,MEN,Denim,front,gallery,89,The person wears a long-sleeve shirt with color block patterns and long trousers. The shirt is with cotton fabric and it has a lapel neckline. The trousers are with denim fabric and solid color patterns.
MEN-Denim-id_00007607-01_1_front,id_00007607,MEN,Denim,front,gallery,90,"The sweater this gentleman wears has long sleeves and its fabric is cotton. The pattern of it is pure color. It has a round neckline. This gentleman wears a long trousers, with denim fabric and lattice patterns."
MEN-Jackets_Vests-id_00000084-04_4_full,id_00000084,MEN,Jackets_Vests,full,query,91,"The sweater this gentleman wears has long sleeves, its fabric is cotton, and it has pure color patterns. The sweater has a crew neckline. This gentleman wears a long trousers, with cotton fabric and pure color patterns. The outer clothing this person wears is with cotton fabric and color block patterns."
MEN-Jackets_Vests-id_00000084-05_1_front,id_00000084,MEN,Jackets_Vests,front,query,92,"This man wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. The trousers this man wears is of long length. The trousers are with denim fabric and pure color patterns. The guy also wears an outer clothing, with cotton fabric and color block patterns. There is clothing on his waist. There is a hat in his head."
MEN-Jackets_Vests-id_00000084-07_7_additional,id_00000084,MEN,Jackets_Vests,additional,gallery,93,This man is wearing a long-sleeve sweater with pure color patterns and a long trousers. The sweater is with cotton fabric and its neckline is crew. The trousers are with cotton fabric and plaid patterns.
MEN-Jackets_Vests-id_00000084-08_4_full,id_00000084,MEN,Jackets_Vests,full,query,94,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns."
MEN-Jackets_Vests-id_00000094-01_4_full,id_00000094,MEN,Jackets_Vests,full,query,95,This person is wearing a long-sleeve shirt with graphic patterns and a long pants. The shirt is with cotton fabric and its neckline is lapel. The pants are with cotton fabric and pure color patterns. The outer clothing the guy wears is with cotton fabric and solid color patterns.
MEN-Jackets_Vests-id_00000094-02_7_additional,id_00000094,MEN,Jackets_Vests,additional,query,96,"This guy wears a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a lapel neckline. This guy wears a long pants. The pants are with cotton fabric and solid color patterns. The guy also wears an outer clothing, with cotton fabric and solid color patterns. There is an accessory in his his neck."
MEN-Jackets_Vests-id_00000094-04_7_additional,id_00000094,MEN,Jackets_Vests,additional,gallery,97,"His sweater has long sleeves, cotton fabric and pure color patterns. It has a lapel neckline. The pants this person wears is of long length. The pants are with cotton fabric and pure color patterns. The outer clothing is with cotton fabric and solid color patterns."
MEN-Jackets_Vests-id_00000168-02_4_full,id_00000168,MEN,Jackets_Vests,full,train,98,"The upper clothing has long sleeves, cotton fabric and striped patterns. It has a crew neckline. The lower clothing is of medium length. The fabric is cotton and it has lattice patterns. The outer clothing is with cotton fabric and solid color patterns."
MEN-Jackets_Vests-id_00000168-03_4_full,id_00000168,MEN,Jackets_Vests,full,train,99,The person is wearing a long-sleeve shirt with mixed patterns and a long trousers. The shirt is with other fabric and its neckline is crew. The trousers are with cotton fabric and pure color patterns. The outer clothing is with cotton fabric and solid color patterns.
MEN-Jackets_Vests-id_00000393-01_4_full,id_00000393,MEN,Jackets_Vests,full,gallery,100,"His sweater has long sleeves, cotton fabric and plaid patterns. It has a crew neckline. The trousers the guy wears is of long length. The trousers are with cotton fabric and solid color patterns. This guy also wears an outer clothing, with cotton fabric and solid color patterns."
MEN-Jackets_Vests-id_00000653-01_1_front,id_00000653,MEN,Jackets_Vests,front,gallery,101,This person wears a long-sleeve shirt with solid color patterns and long pants. The shirt is with cotton fabric. The pants are with cotton fabric and plaid patterns. The outer clothing is with cotton fabric and solid color patterns. There is an accessory on his wrist. This guy is wearing a ring on his finger. This guy wears a hat.
MEN-Jackets_Vests-id_00000653-02_4_full,id_00000653,MEN,Jackets_Vests,full,gallery,102,"This gentleman wears a long-sleeve sweater with pure color patterns and a long pants. The sweater is with cotton fabric. The neckline of the sweater is lapel. The pants are with denim fabric and solid color patterns. The gentleman also wears an outer clothing, with cotton fabric and pure color patterns. There is an accessory on his wrist. This man wears a hat. This person is wearing a ring on his finger."
MEN-Jackets_Vests-id_00000653-04_4_full,id_00000653,MEN,Jackets_Vests,full,gallery,103,"His sweater has long sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. This guy wears a long pants. The pants are with denim fabric and pure color patterns. The outer clothing this gentleman wears is with cotton fabric and solid color patterns. There is an accessory on his wrist. The person wears a ring. There is a belt on his waist. The person has a hat in his head."
MEN-Jackets_Vests-id_00000716-03_4_full,id_00000716,MEN,Jackets_Vests,full,train,104,"This man is wearing a long-sleeve shirt with pure color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is lapel. The trousers are with denim fabric and pure color patterns. This gentleman also wears an outer clothing, with denim fabric and color block patterns."
MEN-Jackets_Vests-id_00000716-04_4_full,id_00000716,MEN,Jackets_Vests,full,train,105,"His sweater has long sleeves, cotton fabric and solid color patterns. It has a crew neckline. The pants this guy wears is of long length. The pants are with cotton fabric and pure color patterns. The outer clothing this man wears is with denim fabric and color block patterns. There is clothing on his waist."
MEN-Jackets_Vests-id_00000716-07_4_full,id_00000716,MEN,Jackets_Vests,full,train,106,"His sweater has long sleeves, cotton fabric and pure color patterns. It has a lapel neckline. The pants the guy wears is of long length. The pants are with cotton fabric and plaid patterns. The outer clothing this person wears is with denim fabric and color block patterns. This man wears a hat."
MEN-Jackets_Vests-id_00000763-01_4_full,id_00000763,MEN,Jackets_Vests,full,gallery,107,The person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric and its neckline is round. The person wears a long pants. The pants are with denim fabric and solid color patterns. The outer clothing this guy wears is with cotton fabric and graphic patterns. The gentleman is wearing a hat.
MEN-Jackets_Vests-id_00000946-04_1_front,id_00000946,MEN,Jackets_Vests,front,query,108,"The upper clothing has long sleeves, cotton fabric and pure color patterns. The neckline of it is round. The lower clothing is of long length. The fabric is cotton and it has pure color patterns. This person also wears an outer clothing, with cotton fabric and solid color patterns."
