image_id,item_id,gender,category,view,split,row_in_captions,caption
MEN-Pants-id_00005313-01_7_additional,id_00005313,MEN,Pants,additional,query,323,"His shirt has long sleeves, cotton fabric and graphic patterns. The neckline of it is crew. This person wears a long pants. The pants are with cotton fabric and graphic patterns."
MEN-Pants-id_00005545-01_7_additional,id_00005545,MEN,Pants,additional,query,327,This person wears a long-sleeve shirt with pure color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is lapel. The trousers are with cotton fabric and pure color patterns. The outer clothing the person wears is with leather fabric and other patterns.
MEN-Pants-id_00005742-01_7_additional,id_00005742,MEN,Pants,additional,query,333,This man wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a crew neckline. The pants this man wears is of long length. The pants are with cotton fabric and color block patterns.
MEN-Pants-id_00006292-06_4_full,id_00006292,MEN,Pants,full,query,343,"The shirt the gentleman wears has short sleeves and it is with cotton fabric and pure color patterns. The neckline of the shirt is round. The gentleman wears a long trousers, with cotton fabric and other patterns."
MEN-Pants-id_00006493-01_7_additional,id_00006493,MEN,Pants,additional,query,347,The gentleman is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a round neckline. The gentleman wears a long pants. The pants are with cotton fabric and pure color patterns.
MEN-Pants-id_00006617-02_7_additional,id_00006617,MEN,Pants,additional,query,358,"His sweater has long sleeves, cotton fabric and lattice patterns. The neckline of it is lapel. The trousers this man wears is of long length. The trousers are with cotton fabric and pure color patterns."
MEN-Pants-id_00006749-01_1_front,id_00006749,MEN,Pants,front,query,368,The gentleman is wearing a short-sleeve shirt with graphic patterns. The shirt is with cotton fabric and its neckline is v-shape. The pants the gentleman wears is of long length. The pants are with cotton fabric and graphic patterns. There is an accessory on his wrist.
MEN-Pants-id_00006830-05_7_additional,id_00006830,MEN,Pants,additional,query,374,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is round. This person wears a long pants. The pants are with cotton fabric and solid color patterns."
MEN-Pants-id_00006830-06_7_additional,id_00006830,MEN,Pants,additional,query,375,This guy wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. This guy wears a long trousers. The trousers are with cotton fabric and solid color patterns. The outer clothing this man wears is with cotton fabric and lattice patterns.
MEN-Pants-id_00006830-08_7_additional,id_00006830,MEN,Pants,additional,query,376,This man is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric and its neckline is crew. The trousers this man wears is of long length. The trousers are with cotton fabric and solid color patterns. The outer clothing this man wears is with cotton fabric and pure color patterns. There is a hat in his head.
MEN-Pants-id_00006830-09_7_additional,id_00006830,MEN,Pants,additional,query,377,The person is wearing a long-sleeve shirt with plaid patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is lapel. The pants are with cotton fabric and solid color patterns. The outer clothing the gentleman wears is with denim fabric and solid color patterns.
MEN-Pants-id_00006840-01_7_additional,id_00006840,MEN,Pants,additional,query,378,"The T-shirt the guy wears has short sleeves, its fabric is cotton, and it has pure color patterns. The T-shirt has a round neckline. The guy wears a long trousers, with cotton fabric and color block patterns."
MEN-Pants-id_00006886-01_7_additional,id_00006886,MEN,Pants,additional,query,383,"The shirt this guy wears has long sleeves and its fabric is cotton. The pattern of it is solid color. It has a round neckline. This guy wears a long pants, with cotton fabric and solid color patterns."
MEN-Pants-id_00007441-01_4_full,id_00007441,MEN,Pants,full,query,401,"The shirt this gentleman wears has long sleeves and its fabric is cotton. The pattern of it is graphic. It has a crew neckline. This gentleman wears a long trousers, with cotton fabric and solid color patterns."
MEN-Pants-id_00007469-01_7_additional,id_00007469,MEN,Pants,additional,query,402,The person wears a long-sleeve sweater with solid color patterns and a long pants. The sweater is with cotton fabric and its neckline is round. The pants are with cotton fabric and pure color patterns.
MEN-Pants-id_00007865-01_7_additional,id_00007865,MEN,Pants,additional,query,403,This man wears a long-sleeve sweater with solid color patterns and a long pants. The sweater is with cotton fabric. The neckline of the sweater is v-shape. The pants are with cotton fabric and complicated patterns.
MEN-Pants-id_00007865-02_7_additional,id_00007865,MEN,Pants,additional,query,404,This guy wears a long-sleeve sweater with pure color patterns and a long trousers. The sweater is with cotton fabric and its neckline is v-shape. The trousers are with cotton fabric and complicated patterns.
MEN-Pants-id_00007865-03_7_additional,id_00007865,MEN,Pants,additional,query,405,The gentleman is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric and its neckline is v-shape. The pants the gentleman wears is of long length. The pants are with cotton fabric and other patterns.
MEN-Pants-id_00007974-01_7_additional,id_00007974,MEN,Pants,additional,query,409,This person is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a round neckline. This person wears a long trousers. The trousers are with cotton fabric and graphic patterns.
MEN-Shirts_Polos-id_00000204-01_7_additional,id_00000204,MEN,Shirts_Polos,additional,query,416,This gentleman is wearing a long-sleeve sweater with striped patterns. The sweater is with cotton fabric and its neckline is lapel. This gentleman wears a long pants. The pants are with cotton fabric and solid color patterns. This gentleman wears a pair of sunglasses. This person is wearing a hat.
MEN-Shirts_Polos-id_00000226-04_7_additional,id_00000226,MEN,Shirts_Polos,additional,query,417,This guy is wearing a short-sleeve shirt with color block patterns. The shirt is with cotton fabric and its neckline is lapel. The trousers this guy wears is of long length. The trousers are with denim fabric and pure color patterns.
MEN-Shirts_Polos-id_00000226-05_7_additional,id_00000226,MEN,Shirts_Polos,additional,query,418,"His shirt has short sleeves, cotton fabric and color block patterns. It has a lapel neckline. The gentleman wears a long pants. The pants are with denim fabric and pure color patterns."
MEN-Shirts_Polos-id_00000562-02_4_full,id_00000562,MEN,Shirts_Polos,full,query,420,This gentleman wears a short-sleeve T-shirt with floral patterns. The T-shirt is with cotton fabric. It has a lapel neckline. This gentleman wears a short pants. The pants are with cotton fabric and pure color patterns.
MEN-Shirts_Polos-id_00000649-01_4_full,id_00000649,MEN,Shirts_Polos,full,query,422,The guy is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. The guy wears a long trousers. The trousers are with cotton fabric and solid color patterns. The outer clothing is with cotton fabric and plaid patterns. There is an accessory on his wrist.
MEN-Shirts_Polos-id_00000783-01_7_additional,id_00000783,MEN,Shirts_Polos,additional,query,425,This person wears a long-sleeve sweater with graphic patterns and a short pants. The sweater is with cotton fabric. The neckline of the sweater is stand. The pants are with cotton fabric and color block patterns.
MEN-Shirts_Polos-id_00000925-01_4_full,id_00000925,MEN,Shirts_Polos,full,query,432,"His T-shirt has short sleeves, cotton fabric and graphic patterns. The neckline of it is lapel. This gentleman wears a short pants. The pants are with cotton fabric and solid color patterns. This gentleman wears a hat."
MEN-Shirts_Polos-id_00001366-05_4_full,id_00001366,MEN,Shirts_Polos,full,query,438,"His shirt has short sleeves, cotton fabric and graphic patterns. The neckline of it is lapel. The trousers the person wears is of long length. The trousers are with cotton fabric and solid color patterns."
MEN-Shirts_Polos-id_00001985-01_4_full,id_00001985,MEN,Shirts_Polos,full,query,451,"The shirt this gentleman wears has short sleeves, its fabric is cotton, and it has pure color patterns. The shirt has a lapel neckline. This gentleman wears a long trousers, with cotton fabric and pure color patterns. There is an accessory on his wrist."
MEN-Shirts_Polos-id_00002035-01_7_additional,id_00002035,MEN,Shirts_Polos,additional,query,452,"His sweater has long sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The gentleman wears a long trousers. The trousers are with cotton fabric and pure color patterns. The person also wears an outer clothing, with denim fabric and solid color patterns."
MEN-Shirts_Polos-id_00002035-02_4_full,id_00002035,MEN,Shirts_Polos,full,query,453,This gentleman is wearing a long-sleeve shirt with other patterns and a long pants. The shirt is with mixed fabric. The neckline of the shirt is lapel. The pants are with denim fabric and solid color patterns. The outer clothing is with denim fabric and pure color patterns.
MEN-Shirts_Polos-id_00002750-01_7_additional,id_00002750,MEN,Shirts_Polos,additional,query,461,The gentleman wears a short-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a lapel neckline. The gentleman wears a long trousers. The trousers are with cotton fabric and pure color patterns.
MEN-Shirts_Polos-id_00003860-01_4_full,id_00003860,MEN,Shirts_Polos,full,query,482,"The upper clothing has long sleeves, cotton fabric and graphic patterns. It has a lapel neckline. The lower clothing is of long length. The fabric is cotton and it has pure color patterns. The outer clothing the gentleman wears is with denim fabric and solid color patterns."
MEN-Shirts_Polos-id_00004293-01_7_additional,id_00004293,MEN,Shirts_Polos,additional,query,488,"His shirt has short sleeves, cotton fabric and graphic patterns. It has a lapel neckline. The guy wears a medium pants. The pants are with cotton fabric and pure color patterns."
MEN-Shirts_Polos-id_00004348-03_7_additional,id_00004348,MEN,Shirts_Polos,additional,query,490,This person is wearing a short-sleeve T-shirt with plaid patterns. The T-shirt is with cotton fabric and its neckline is lapel. The pants this person wears is of long length. The pants are with denim fabric and pure color patterns.
MEN-Shirts_Polos-id_00004531-02_4_full,id_00004531,MEN,Shirts_Polos,full,query,492,The person is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The person wears a long pants. The pants are with denim fabric and pure color patterns.
MEN-Shirts_Polos-id_00004568-03_7_additional,id_00004568,MEN,Shirts_Polos,additional,query,493,This guy wears a short-sleeve T-shirt with stripe patterns and long trousers. The T-shirt is with cotton fabric and it has a lapel neckline. The trousers are with cotton fabric and solid color patterns.
MEN-Shirts_Polos-id_00004568-05_4_full,id_00004568,MEN,Shirts_Polos,full,query,494,"His shirt has short sleeves, cotton fabric and stripe patterns. The neckline of it is lapel. This guy wears a long trousers. The trousers are with cotton fabric and solid color patterns."
MEN-Shirts_Polos-id_00004632-01_4_full,id_00004632,MEN,Shirts_Polos,full,query,495,"His shirt has short sleeves, cotton fabric and other patterns. The neckline of it is lapel. The shorts the guy wears is of medium length. The shorts are with denim fabric and solid color patterns. The guy wears a pair of sunglasses."
MEN-Shirts_Polos-id_00004738-01_7_additional,id_00004738,MEN,Shirts_Polos,additional,query,499,"The T-shirt this person wears has short sleeves and its fabric is cotton. The pattern of it is graphic. It has a lapel neckline. This person wears a short shorts, with cotton fabric and pure color patterns."
MEN-Shirts_Polos-id_00004917-03_4_full,id_00004917,MEN,Shirts_Polos,full,query,502,"The shirt this person wears has long sleeves, its fabric is denim, and it has pure color patterns. The shirt has a lapel neckline. This person wears a long pants, with cotton fabric and solid color patterns."
MEN-Shirts_Polos-id_00004958-02_4_full,id_00004958,MEN,Shirts_Polos,full,query,503,The gentleman wears a long-sleeve sweater with color block patterns. The sweater is with cotton fabric. It has a lapel neckline. The shorts the gentleman wears is of medium length. The shorts are with cotton fabric and solid color patterns.
MEN-Shirts_Polos-id_00006055-01_4_full,id_00006055,MEN,Shirts_Polos,full,query,529,"His shirt has short sleeves, cotton fabric and graphic patterns. The neckline of it is lapel. The pants the guy wears is of long length. The pants are with denim fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shorts-id_00000582-01_7_additional,id_00000582,MEN,Shorts,additional,query,544,"His tank shirt has no sleeves, cotton fabric and solid color patterns. The neckline of it is crew. This gentleman wears a medium shorts. The shorts are with cotton fabric and graphic patterns."
MEN-Shorts-id_00000597-01_4_full,id_00000597,MEN,Shorts,full,query,545,This man is wearing a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is crew. The shorts this man wears is of short length. The shorts are with cotton fabric and striped patterns. The outer clothing is with cotton fabric and pure color patterns. There is an accessory on his wrist.
MEN-Shorts-id_00000597-02_4_full,id_00000597,MEN,Shorts,full,query,546,"The gentleman wears a long-sleeve shirt with solid color patterns and a medium pants. The shirt is with cotton fabric and its neckline is crew. The pants are with cotton fabric and stripe patterns. This gentleman also wears an outer clothing, with cotton fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shorts-id_00000816-01_7_additional,id_00000816,MEN,Shorts,additional,query,553,This gentleman wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a crew neckline. The pants this gentleman wears is of short length. The pants are with cotton fabric and graphic patterns. This man wears a hat.
MEN-Shorts-id_00000855-01_7_additional,id_00000855,MEN,Shorts,additional,query,557,The person is wearing a sleeveless tank top with color block patterns and a three-quarter trousers. The tank top is with cotton fabric and its neckline is crew. The trousers are with cotton fabric and solid color patterns.
MEN-Shorts-id_00000991-01_7_additional,id_00000991,MEN,Shorts,additional,query,561,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is round. The guy wears a short pants. The pants are with cotton fabric and pure color patterns. This guy wears socks in shoes."
MEN-Shorts-id_00001082-01_7_additional,id_00001082,MEN,Shorts,additional,query,564,"The shirt the gentleman wears has short sleeves, its fabric is cotton, and it has solid color patterns. The shirt has a crew neckline. The gentleman wears a medium pants, with cotton fabric and graphic patterns. This gentleman is wearing a pair of sunglasses."
MEN-Shorts-id_00001183-01_7_additional,id_00001183,MEN,Shorts,additional,query,566,This man is wearing a short-sleeve shirt with solid color patterns and a three-quarter trousers. The shirt is with cotton fabric. The neckline of the shirt is round. The trousers are with leather fabric and solid color patterns.
MEN-Shorts-id_00001221-01_7_additional,id_00001221,MEN,Shorts,additional,query,567,The person is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric and its neckline is round. The pants the person wears is of short length. The pants are with cotton fabric and graphic patterns.
MEN-Shorts-id_00001246-01_4_full,id_00001246,MEN,Shorts,full,query,568,The guy wears a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The shorts the guy wears is of medium length. The shorts are with cotton fabric and floral patterns. There is an accessory on his wrist.
MEN-Shorts-id_00001859-01_1_front,id_00001859,MEN,Shorts,front,query,578,"His shirt has short sleeves, cotton fabric and solid color patterns. It has a round neckline. The pants this person wears is of medium length. The pants are with cotton fabric and floral patterns."
MEN-Shorts-id_00002046-01_1_front,id_00002046,MEN,Shorts,front,query,581,This gentleman wears a short-sleeve shirt with solid color patterns and a three-point shorts. The shirt is with cotton fabric. The neckline of the shirt is round. The shorts are with cotton fabric and solid color patterns.
MEN-Shorts-id_00002413-01_7_additional,id_00002413,MEN,Shorts,additional,query,598,"His shirt has short sleeves, cotton fabric and solid color patterns. It has a crew neckline. The gentleman wears a short shorts. The shorts are with cotton fabric and pure color patterns."
MEN-Shorts-id_00003280-01_7_additional,id_00003280,MEN,Shorts,additional,query,617,This person wears a short-sleeve T-shirt with graphic patterns and a medium shorts. The T-shirt is with cotton fabric. The neckline of the T-shirt is lapel. The shorts are with cotton fabric and graphic patterns.
MEN-Shorts-id_00003297-01_7_additional,id_00003297,MEN,Shorts,additional,query,618,This person wears a short-sleeve shirt with color block patterns and a medium pants. The shirt is with cotton fabric and its neckline is crew. The pants are with denim fabric and solid color patterns.
MEN-Shorts-id_00003297-02_7_additional,id_00003297,MEN,Shorts,additional,query,619,The person wears a tank tank shirt with pure color patterns and short shorts. The tank shirt is with cotton fabric and it has a round neckline. The shorts are with denim fabric and solid color patterns. This person is wearing a hat.
MEN-Shorts-id_00003451-01_7_additional,id_00003451,MEN,Shorts,additional,query,621,This man wears a short-sleeve shirt with pure color patterns and a long trousers. The shirt is with cotton fabric and its neckline is round. The trousers are with cotton fabric and solid color patterns.
MEN-Shorts-id_00003577-01_7_additional,id_00003577,MEN,Shorts,additional,query,625,The gentleman wears a short-sleeve T-shirt with pure color patterns and a medium pants. The T-shirt is with cotton fabric and its neckline is round. The pants are with cotton fabric and floral patterns.
MEN-Shorts-id_00004071-03_7_additional,id_00004071,MEN,Shorts,additional,query,628,This gentleman is wearing a long-sleeve shirt with stripe patterns and a short shorts. The shirt is with cotton fabric and its neckline is crew. The shorts are with cotton fabric and striped patterns.
