image_id,item_id,gender,category,view,split,row_in_captions,caption
MEN-Pants-id_00002006-08_7_additional,id_00002006,MEN,Pants,additional,query,247,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. The person wears a long trousers. The trousers are with cotton fabric and pure color patterns. This person is wearing a hat."
MEN-Pants-id_00002493-01_7_additional,id_00002493,MEN,Pants,additional,query,253,"The upper clothing has long sleeves, cotton fabric and pure color patterns. It has a round neckline. The lower clothing is of long length. The fabric is cotton and it has pure color patterns."
MEN-Pants-id_00002493-05_7_additional,id_00002493,MEN,Pants,additional,query,257,This person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric and its neckline is round. This person wears a long pants. The pants are with cotton fabric and solid color patterns. This gentleman is wearing a hat.
MEN-Pants-id_00002493-06_7_additional,id_00002493,MEN,Pants,additional,query,258,The person is wearing a long-sleeve shirt with solid color patterns. The shirt is with denim fabric. It has a lapel neckline. The pants the person wears is of long length. The pants are with cotton fabric and solid color patterns. There is a hat in his head.
MEN-Pants-id_00002565-02_1_front,id_00002565,MEN,Pants,front,query,261,The guy wears a long-sleeve shirt with solid color patterns and a long pants. The shirt is with cotton fabric and its neckline is lapel. The pants are with cotton fabric and pure color patterns. There is an accessory in his his neck.
MEN-Pants-id_00002565-04_1_front,id_00002565,MEN,Pants,front,query,262,"The sweater this person wears has long sleeves, its fabric is cotton, and it has pure color patterns. The sweater has a lapel neckline. This person wears a long pants, with cotton fabric and solid color patterns. The outer clothing is with cotton fabric and pure color patterns."
MEN-Pants-id_00003612-01_1_front,id_00003612,MEN,Pants,front,query,285,This person is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is round. The trousers this person wears is of long length. The trousers are with cotton fabric and solid color patterns.
MEN-Pants-id_00003612-02_7_additional,id_00003612,MEN,Pants,additional,query,286,This guy wears a long-sleeve shirt with color block patterns and long pants. The shirt is with cotton fabric and it has a lapel neckline. The pants are with cotton fabric and solid color patterns.
MEN-Pants-id_00003612-03_1_front,id_00003612,MEN,Pants,front,query,287,The guy is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a crew neckline. The pants the guy wears is of long length. The pants are with cotton fabric and pure color patterns.
MEN-Pants-id_00003612-11_1_front,id_00003612,MEN,Pants,front,query,288,The guy wears a short-sleeve T-shirt with pure color patterns and long trousers. The T-shirt is with cotton fabric and it has a crew neckline. The trousers are with cotton fabric and pure color patterns.
MEN-Pants-id_00003872-04_7_additional,id_00003872,MEN,Pants,additional,query,295,This gentleman is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric. It has a crew neckline. This gentleman wears a long trousers. The trousers are with cotton fabric and solid color patterns. The outer clothing the gentleman wears is with cotton fabric and solid color patterns. The person has a hat in his head.
MEN-Pants-id_00004045-01_7_additional,id_00004045,MEN,Pants,additional,query,296,"The shirt the person wears has long sleeves and it is with denim fabric and solid color patterns. The neckline of the shirt is lapel. The person wears a three-quarter trousers, with denim fabric and solid color patterns. The guy has a hat in his head."
MEN-Pants-id_00004045-04_7_additional,id_00004045,MEN,Pants,additional,query,298,This guy wears a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric. It has a round neckline. This guy wears a long pants. The pants are with cotton fabric and solid color patterns. There is a hat in his head.
MEN-Pants-id_00004045-11_7_additional,id_00004045,MEN,Pants,additional,query,301,"His shirt has long sleeves, cotton fabric and solid color patterns. The neckline of it is crew. This gentleman wears a long pants. The pants are with cotton fabric and pure color patterns. This gentleman is wearing a hat."
MEN-Pants-id_00004045-12_7_additional,id_00004045,MEN,Pants,additional,query,302,The gentleman is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric and its neckline is round. The pants the gentleman wears is of long length. The pants are with cotton fabric and pure color patterns. The guy is wearing a hat.
MEN-Pants-id_00004767-01_1_front,id_00004767,MEN,Pants,front,query,308,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is round. The guy wears a three-quarter trousers. The trousers are with cotton fabric and pure color patterns. There is an accessory on his wrist."
MEN-Pants-id_00005213-02_4_full,id_00005213,MEN,Pants,full,query,316,This guy is wearing a long-sleeve sweater with pure color patterns and a long trousers. The sweater is with cotton fabric. The neckline of the sweater is crew. The trousers are with cotton fabric and solid color patterns.
MEN-Pants-id_00005213-05_1_front,id_00005213,MEN,Pants,front,query,319,This man is wearing a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a round neckline. The pants this man wears is of long length. The pants are with cotton fabric and solid color patterns.
MEN-Pants-id_00005679-01_7_additional,id_00005679,MEN,Pants,additional,query,329,This gentleman is wearing a short-sleeve T-shirt with solid color patterns and a long pants. The T-shirt is with cotton fabric. The neckline of the T-shirt is round. The pants are with cotton fabric and pure color patterns.
MEN-Pants-id_00005679-02_4_full,id_00005679,MEN,Pants,full,query,330,The guy wears a tank tank shirt with pure color patterns and a long trousers. The tank shirt is with cotton fabric and its neckline is round. The trousers are with other fabric and complicated patterns. This gentleman has neckwear. This person wears a hat.
MEN-Pants-id_00005679-02_7_additional,id_00005679,MEN,Pants,additional,query,331,The gentleman wears a tank tank shirt with pure color patterns and a long trousers. The tank shirt is with cotton fabric and its neckline is crew. The trousers are with cotton fabric and pure color patterns. There is an accessory in his his neck.
MEN-Pants-id_00006039-07_7_additional,id_00006039,MEN,Pants,additional,query,338,This person wears a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is lapel. The person wears a hat.
MEN-Pants-id_00006535-03_1_front,id_00006535,MEN,Pants,front,query,350,The guy wears a long-sleeve sweater with solid color patterns and long trousers. The sweater is with cotton fabric and it has a round neckline. The trousers are with cotton fabric and pure color patterns. The person is wearing a hat.
MEN-Pants-id_00006535-04_1_front,id_00006535,MEN,Pants,front,query,351,This man is wearing a long-sleeve sweater with solid color patterns and a long trousers. The sweater is with cotton fabric and its neckline is crew. The trousers are with cotton fabric and pure color patterns. The outer clothing is with cotton fabric and pure color patterns. The person has a hat in his head.
MEN-Pants-id_00006535-05_1_front,id_00006535,MEN,Pants,front,query,352,This gentleman wears a long-sleeve sweater with pure color patterns and a long pants. The sweater is with cotton fabric and its neckline is round. The pants are with cotton fabric and pure color patterns. There is a hat in his head.
MEN-Pants-id_00006535-08_1_front,id_00006535,MEN,Pants,front,query,354,The guy wears a long-sleeve shirt with solid color patterns and long trousers. The shirt is with cotton fabric and it has a crew neckline. The trousers are with cotton fabric and pure color patterns. There is an accessory on his wrist. This gentleman is wearing a hat.
MEN-Pants-id_00006856-01_7_additional,id_00006856,MEN,Pants,additional,query,379,"The sweater this gentleman wears has long sleeves and its fabric is cotton. The pattern of it is solid color. It has a crew neckline. This gentleman wears a three-quarter trousers, with cotton fabric and solid color patterns. The outer clothing this guy wears is with cotton fabric and pure color patterns."
MEN-Pants-id_00006856-02_7_additional,id_00006856,MEN,Pants,additional,query,380,The person is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric and its neckline is round. The person wears a long pants. The pants are with cotton fabric and pure color patterns. The outer clothing the gentleman wears is with denim fabric and solid color patterns.
MEN-Pants-id_00006856-05_7_additional,id_00006856,MEN,Pants,additional,query,382,"The upper clothing has long sleeves, cotton fabric and solid color patterns. The neckline of it is round. The lower clothing is of long length. The fabric is cotton and it has solid color patterns. The outer clothing is with denim fabric and solid color patterns."
MEN-Pants-id_00006957-02_4_full,id_00006957,MEN,Pants,full,query,387,The gentleman wears a short-sleeve T-shirt with solid color patterns and a long trousers. The T-shirt is with cotton fabric. The neckline of the T-shirt is crew. The trousers are with cotton fabric and other patterns. There is an accessory on his wrist.
MEN-Pants-id_00007146-05_1_front,id_00007146,MEN,Pants,front,query,388,"The upper clothing has no sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lower clothing is of long length. The fabric is cotton and it has pure color patterns. This person has neckwear."
MEN-Pants-id_00007146-06_1_front,id_00007146,MEN,Pants,front,query,389,"The tank shirt the person wears has sleeves cut off and it is with cotton fabric and pure color patterns. The neckline of the tank shirt is crew. The person wears a long pants, with cotton fabric and pure color patterns. There is an accessory in his his neck."
MEN-Shirts_Polos-id_00000193-04_7_additional,id_00000193,MEN,Shirts_Polos,additional,query,411,"The upper clothing has long sleeves, cotton fabric and color block patterns. The neckline of it is lapel. The lower clothing is of long length. The fabric is cotton and it has pure color patterns."
MEN-Shirts_Polos-id_00000193-06_7_additional,id_00000193,MEN,Shirts_Polos,additional,query,413,This gentleman wears a long-sleeve shirt with color block patterns and a three-point pants. The shirt is with cotton fabric. The neckline of the shirt is lapel. The pants are with cotton fabric and pure color patterns.
MEN-Shirts_Polos-id_00000193-07_4_full,id_00000193,MEN,Shirts_Polos,full,query,414,"His shirt has long sleeves, cotton fabric and color block patterns. The neckline of it is lapel. The gentleman wears a three-point shorts. The shorts are with cotton fabric and solid color patterns."
MEN-Shirts_Polos-id_00000193-08_7_additional,id_00000193,MEN,Shirts_Polos,additional,query,415,This man wears a long-sleeve sweater with color block patterns and a long trousers. The sweater is with cotton fabric and its neckline is lapel. The trousers are with cotton fabric and solid color patterns.
MEN-Shirts_Polos-id_00000846-04_4_full,id_00000846,MEN,Shirts_Polos,full,query,428,This guy wears a short-sleeve shirt with solid color patterns and medium pants. The shirt is with cotton fabric and it has a lapel neckline. The pants are with cotton fabric and solid color patterns. There is an accessory on his wrist.
MEN-Shirts_Polos-id_00000846-06_4_full,id_00000846,MEN,Shirts_Polos,full,query,429,"The T-shirt this person wears has short sleeves and its fabric is cotton. The pattern of it is pure color. It has a lapel neckline. This person wears a long pants, with cotton fabric and pure color patterns."
MEN-Shirts_Polos-id_00000846-10_4_full,id_00000846,MEN,Shirts_Polos,full,query,430,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is lapel. The shorts the gentleman wears is of medium length. The shorts are with cotton fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shirts_Polos-id_00001055-02_4_full,id_00001055,MEN,Shirts_Polos,full,query,434,The gentleman is wearing a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The gentleman wears a three-point pants. The pants are with cotton fabric and pure color patterns. This guy has a hat in his head.
MEN-Shirts_Polos-id_00002383-02_4_full,id_00002383,MEN,Shirts_Polos,full,query,457,"The upper clothing has short sleeves, denim fabric and pure color patterns. The neckline of it is lapel. The lower clothing is of long length. The fabric is cotton and it has pure color patterns."
MEN-Shirts_Polos-id_00004118-02_7_additional,id_00004118,MEN,Shirts_Polos,additional,query,484,"The sweater this person wears has long sleeves and it is with cotton fabric and pure color patterns. The neckline of the sweater is lapel. This person wears a long pants, with cotton fabric and solid color patterns. The person is wearing a hat."
MEN-Shirts_Polos-id_00005548-04_4_full,id_00005548,MEN,Shirts_Polos,full,query,510,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is lapel. The lower clothing is of long length. The fabric is cotton and it has solid color patterns. This guy has a hat in his head."
MEN-Shirts_Polos-id_00005548-06_4_full,id_00005548,MEN,Shirts_Polos,full,query,512,This guy wears a short-sleeve T-shirt with pure color patterns and a long pants. The T-shirt is with cotton fabric and its neckline is lapel. The pants are with cotton fabric and solid color patterns. The person has a hat in his head.
MEN-Shirts_Polos-id_00006790-07_1_front,id_00006790,MEN,Shirts_Polos,front,query,532,This gentleman wears a long-sleeve shirt with solid color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is lapel. The trousers are with cotton fabric and solid color patterns. The outer clothing is with cotton fabric and lattice patterns.
MEN-Shirts_Polos-id_00006790-09_1_front,id_00006790,MEN,Shirts_Polos,front,query,533,"The person wears a long-sleeve shirt with pure color patterns and a long trousers. The shirt is with cotton fabric. The neckline of the shirt is lapel. The trousers are with cotton fabric and pure color patterns. This man also wears an outer clothing, with cotton fabric and lattice patterns. There is a hat in his head."
MEN-Shorts-id_00000638-02_4_full,id_00000638,MEN,Shorts,full,query,548,"His tank shirt has sleeves cut off, cotton fabric and graphic patterns. It has a round neckline. The shorts the gentleman wears is of medium length. The shorts are with cotton fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shorts-id_00000638-03_4_full,id_00000638,MEN,Shorts,full,query,549,This man wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a crew neckline. This man wears a short pants. The pants are with cotton fabric and pure color patterns. There is an accessory on his wrist.
MEN-Shorts-id_00001281-02_7_additional,id_00001281,MEN,Shorts,additional,query,570,"His sweater has long sleeves, cotton fabric and pure color patterns. It has a crew neckline. The gentleman wears a long pants. The pants are with cotton fabric and graphic patterns."
MEN-Shorts-id_00004249-01_4_full,id_00004249,MEN,Shorts,full,query,633,"The upper clothing has short sleeves, cotton fabric and pure color patterns. The neckline of it is crew. The lower clothing is of medium length. The fabric is cotton and it has pure color patterns."
MEN-Shorts-id_00004249-02_4_full,id_00004249,MEN,Shorts,full,query,634,"The T-shirt this gentleman wears has short sleeves and its fabric is cotton. The pattern of it is solid color. It has a round neckline. This gentleman wears a short pants, with cotton fabric and pure color patterns."
MEN-Shorts-id_00004249-11_4_full,id_00004249,MEN,Shorts,full,query,638,This man is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric. It has a crew neckline. The shorts this man wears is of medium length. The shorts are with cotton fabric and pure color patterns.
MEN-Shorts-id_00004527-06_1_front,id_00004527,MEN,Shorts,front,query,650,"The T-shirt this man wears has short sleeves and it is with cotton fabric and pure color patterns. The neckline of the T-shirt is round. This man wears a three-point pants, with cotton fabric and pure color patterns. This man wears socks in shoes. This person wears a hat. There is an accessory on his wrist."
MEN-Shorts-id_00004527-10_1_front,id_00004527,MEN,Shorts,front,query,654,This man is wearing a short-sleeve shirt with graphic patterns and a three-point shorts. The shirt is with cotton fabric and its neckline is lapel. The shorts are with cotton fabric and solid color patterns. This person is wearing a hat.
MEN-Shorts-id_00004629-04_1_front,id_00004629,MEN,Shorts,front,query,658,This gentleman is wearing a sleeveless tank top with pure color patterns and a short shorts. The tank top is with cotton fabric. The neckline of the tank top is crew. The shorts are with cotton fabric and solid color patterns. This guy has a hat in his head. There is an accessory on his wrist.
MEN-Shorts-id_00004629-10_7_additional,id_00004629,MEN,Shorts,additional,query,660,"The upper clothing has sleeves cut off, cotton fabric and solid color patterns. The neckline of it is crew. The lower clothing is of short length. The fabric is cotton and it has solid color patterns. There is an accessory in his his neck. The guy wears a pair of socks. The gentleman has a hat in his head. There is an accessory on his wrist."
MEN-Shorts-id_00006420-11_7_additional,id_00006420,MEN,Shorts,additional,query,685,"The shirt this guy wears has short sleeves and it is with denim fabric and pure color patterns. The neckline of the shirt is lapel. This guy wears a short shorts, with cotton fabric and pure color patterns."
MEN-Shorts-id_00006829-01_7_additional,id_00006829,MEN,Shorts,additional,query,692,"His shirt has long sleeves, cotton fabric and lattice patterns. It has a lapel neckline. The gentleman wears a short shorts. The shorts are with denim fabric and pure color patterns."
MEN-Shorts-id_00006829-04_7_additional,id_00006829,MEN,Shorts,additional,query,695,"His shirt has long sleeves, cotton fabric and lattice patterns. The neckline of it is lapel. The pants this gentleman wears is of medium length. The pants are with denim fabric and pure color patterns."
MEN-Shorts-id_00007048-02_4_full,id_00007048,MEN,Shorts,full,query,698,"His T-shirt has short sleeves, cotton fabric and floral patterns. The neckline of it is lapel. The pants this gentleman wears is of short length. The pants are with cotton fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shorts-id_00007048-03_4_full,id_00007048,MEN,Shorts,full,query,699,"His shirt has short sleeves, cotton fabric and graphic patterns. It has a lapel neckline. The pants the person wears is of medium length. The pants are with cotton fabric and solid color patterns. There is an accessory on his wrist."
MEN-Shorts-id_00007309-07_1_front,id_00007309,MEN,Shorts,front,query,709,"His T-shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is round. The gentleman wears a short shorts. The shorts are with cotton fabric and pure color patterns."
MEN-Shorts-id_00007309-08_1_front,id_00007309,MEN,Shorts,front,query,710,"His T-shirt has short sleeves, cotton fabric and pure color patterns. The neckline of it is round. The pants the guy wears is of short length. The pants are with cotton fabric and pure color patterns."
MEN-Shorts-id_00007309-10_1_front,id_00007309,MEN,Shorts,front,query,712,The gentleman is wearing a short-sleeve shirt with pure color patterns. The shirt is with denim fabric. It has a lapel neckline. The gentleman wears a short pants. The pants are with cotton fabric and pure color patterns.
MEN-Suiting-id_00000802-03_7_additional,id_00000802,MEN,Suiting,additional,query,725,"The upper clothing has long sleeves, cotton fabric and solid color patterns. It has a lapel neckline. The lower clothing is of long length. The fabric is cotton and it has solid color patterns. There is a belt on his waist."
MEN-Sweaters-id_00000846-03_4_full,id_00000846,MEN,Sweaters,full,query,747,This man is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. This man wears a medium shorts. The shorts are with cotton fabric and pure color patterns. There is an accessory on his wrist.
MEN-Sweaters-id_00001008-04_7_additional,id_00001008,MEN,Sweaters,additional,query,750,The guy is wearing a long-sleeve shirt with solid color patterns. The shirt is with cotton fabric and its neckline is stand. The trousers the guy wears is of long length. The trousers are with cotton fabric and pure color patterns.
MEN-Sweaters-id_00001008-05_4_full,id_00001008,MEN,Sweaters,full,query,751,"The sweater the person wears has long sleeves, its fabric is cotton, and it has solid color patterns. The sweater has a stand neckline. The person wears a long pants, with cotton fabric and pure color patterns. The person is wearing a ring on his finger. There is an accessory on his wrist."
MEN-Sweaters-id_00001008-06_4_full,id_00001008,MEN,Sweaters,full,query,752,"The sweater the person wears has long sleeves and it is with cotton fabric and pure color patterns. The neckline of the sweater is stand. The person wears a long trousers, with cotton fabric and pure color patterns. The person wears a hat."
MEN-Sweaters-id_00001509-02_4_full,id_00001509,MEN,Sweaters,full,query,765,The gentleman wears a long-sleeve shirt with color block patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is lapel. The pants are with cotton fabric and pure color patterns.
MEN-Sweaters-id_00001783-02_7_additional,id_00001783,MEN,Sweaters,additional,query,772,The person is wearing a long-sleeve shirt with solid color patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is stand. The pants are with cotton fabric and pure color patterns. There is a hat in his head. There is an accessory on his wrist.
MEN-Sweaters-id_00002809-04_7_additional,id_00002809,MEN,Sweaters,additional,query,782,"His T-shirt has short sleeves, cotton fabric and color block patterns. It has a lapel neckline. This guy wears a three-point pants. The pants are with cotton fabric and pure color patterns."
MEN-Sweaters-id_00003216-02_7_additional,id_00003216,MEN,Sweaters,additional,query,789,"His shirt has short sleeves, cotton fabric and pure color patterns. The neckline of it is lapel. The trousers the guy wears is of long length. The trousers are with cotton fabric and pure color patterns."
MEN-Sweaters-id_00003216-03_4_full,id_00003216,MEN,Sweaters,full,query,790,The gentleman wears a short-sleeve T-shirt with solid color patterns and long trousers. The T-shirt is with cotton fabric and it has a lapel neckline. The trousers are with cotton fabric and pure color patterns.
MEN-Sweaters-id_00003216-06_7_additional,id_00003216,MEN,Sweaters,additional,query,793,The person is wearing a short-sleeve T-shirt with pure color patterns. The T-shirt is with cotton fabric. It has a lapel neckline. The pants the person wears is of long length. The pants are with denim fabric and solid color patterns.
MEN-Sweaters-id_00004118-06_7_additional,id_00004118,MEN,Sweaters,additional,query,804,"His shirt has long sleeves, cotton fabric and pure color patterns. The neckline of it is lapel. This guy wears a long pants. The pants are with cotton fabric and solid color patterns. The guy has a hat in his head."
MEN-Sweaters-id_00004638-01_4_full,id_00004638,MEN,Sweaters,full,query,809,"The upper clothing has long sleeves, cotton fabric and pure color patterns. It has a lapel neckline. The lower clothing is of long length. The fabric is denim and it has pure color patterns. There is an accessory on his wrist."
MEN-Sweaters-id_00004638-02_4_full,id_00004638,MEN,Sweaters,full,query,810,This person is wearing a long-sleeve shirt with solid color patterns and a long pants. The shirt is with cotton fabric. The neckline of the shirt is lapel. The pants are with denim fabric and solid color patterns. The outer clothing this person wears is with cotton fabric and color block patterns. There is an accessory on his wrist.
MEN-Sweaters-id_00004638-07_4_full,id_00004638,MEN,Sweaters,full,query,813,The person wears a long-sleeve sweater with solid color patterns and long trousers. The sweater is with cotton fabric and it has a lapel neckline. The trousers are with denim fabric and solid color patterns. There is an accessory on his wrist.
