image_id,product_id,dataset_source,category,clean_caption,path,partition
MEN-Jackets_Vests-id_00000168-02_1_front,id_00000168,DeepFashion-MultiModal,MEN_Jackets_Vests,this man is wearing a long sleeve sweater with striped patterns the sweater is with cotton fabric the neckline of the sweater is round this guy also wears an outer clothing with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00000168-02_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000168-03_1_front,id_00000168,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves other fabric and other patterns the neckline of it is crew the outer clothing this guy wears is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00000168-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000393-01_1_front,id_00000393,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve sweater with lattice patterns the sweater is with cotton fabric it has a round neckline the guy also wears an outer clothing with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00000393-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000653-01_1_front,id_00000653,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve shirt with solid color patterns and long pants the shirt is with cotton fabric the pants are with cotton fabric and plaid patterns the outer clothing is with cotton fabric and solid color patterns there is an accessory on his wrist this guy is wearing a ring on his finger this guy wears a hat,MEN-Jackets_Vests-id_00000653-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000653-02_1_front,id_00000653,DeepFashion-MultiModal,MEN_Jackets_Vests,his shirt has long sleeves cotton fabric and solid color patterns the neckline of it is lapel this person also wears an outer clothing with cotton fabric and pure color patterns the gentleman has a hat in his head the gentleman is wearing a ring on his finger there is an accessory on his wrist,MEN-Jackets_Vests-id_00000653-02_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000653-04_1_front,id_00000653,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric and it has a lapel neckline the outer clothing the guy wears is with cotton fabric and pure color patterns this man is wearing a belt there is a hat in his head the person is wearing a ring on his finger,MEN-Jackets_Vests-id_00000653-04_1_front.jpg,query
MEN-Jackets_Vests-id_00000716-03_1_front,id_00000716,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater the person wears has long sleeves its fabric is cotton and it has solid color patterns the sweater has a lapel neckline this guy also wears an outer clothing with denim fabric and color block patterns,MEN-Jackets_Vests-id_00000716-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000716-04_1_front,id_00000716,DeepFashion-MultiModal,MEN_Jackets_Vests,his shirt has long sleeves cotton fabric and pure color patterns the neckline of it is round the outer clothing this man wears is with denim fabric and color block patterns there is clothing on his waist,MEN-Jackets_Vests-id_00000716-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000716-07_1_front,id_00000716,DeepFashion-MultiModal,MEN_Jackets_Vests,the shirt this person wears has long sleeves and it is with cotton fabric and solid color patterns the neckline of the shirt is lapel this person also wears an outer clothing with denim fabric and color block patterns,MEN-Jackets_Vests-id_00000716-07_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000763-01_1_front,id_00000763,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater this gentleman wears has long sleeves and it is with cotton fabric and solid color patterns the neckline of the sweater is round the gentleman also wears an outer clothing with cotton fabric and graphic patterns,MEN-Jackets_Vests-id_00000763-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00000946-04_1_front,id_00000946,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and pure color patterns the neckline of it is round the lower clothing is of long length the fabric is cotton and it has pure color patterns this person also wears an outer clothing with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00000946-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00001291-01_1_front,id_00001291,DeepFashion-MultiModal,MEN_Jackets_Vests,this man is wearing a long sleeve shirt with plaid patterns the shirt is with cotton fabric it has a lapel neckline the pants this man wears is of long length the pants are with cotton fabric and pure color patterns the outer clothing the guy wears is with denim fabric and solid color patterns,MEN-Jackets_Vests-id_00001291-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00001875-01_1_front,id_00001875,DeepFashion-MultiModal,MEN_Jackets_Vests,the gentleman wears a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is lapel the outer clothing this guy wears is with cotton fabric and solid color patterns this gentleman has neckwear,MEN-Jackets_Vests-id_00001875-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00001875-03_1_front,id_00001875,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve shirt with pure color patterns the shirt is with cotton fabric the neckline of the shirt is lapel the gentleman also wears an outer clothing with cotton fabric and pure color patterns this person has neckwear the guy wears a belt,MEN-Jackets_Vests-id_00001875-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00001903-01_1_front,id_00001903,DeepFashion-MultiModal,MEN_Jackets_Vests,his sweater has long sleeves cotton fabric and solid color patterns it has a lapel neckline there is a belt on his waist there is an accessory in his his neck,MEN-Jackets_Vests-id_00001903-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00001903-03_1_front,id_00001903,DeepFashion-MultiModal,MEN_Jackets_Vests,the person wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric the neckline of the shirt is lapel this man is wearing a belt this gentleman has neckwear,MEN-Jackets_Vests-id_00001903-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002173-04_1_front,id_00002173,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater this man wears has long sleeves and its fabric is cotton the pattern of it is solid color it has a crew neckline the outer clothing is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00002173-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002268-01_1_front,id_00002268,DeepFashion-MultiModal,MEN_Jackets_Vests,his sweater has long sleeves cotton fabric and pure color patterns it has a stand neckline the outer clothing this guy wears is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00002268-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002375-01_1_front,id_00002375,DeepFashion-MultiModal,MEN_Jackets_Vests,the person wears a long sleeve sweater with pure color patterns the sweater is with leather fabric and its neckline is crew the outer clothing the gentleman wears is with leather fabric and solid color patterns this guy wears a hat,MEN-Jackets_Vests-id_00002375-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002439-01_1_front,id_00002439,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric the neckline of the t shirt is round the outer clothing is with cotton fabric and pure color patterns this gentleman wears a belt,MEN-Jackets_Vests-id_00002439-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002439-02_1_front,id_00002439,DeepFashion-MultiModal,MEN_Jackets_Vests,the guy wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric the neckline of the shirt is lapel the outer clothing the guy wears is with cotton fabric and pure color patterns this guy has neckwear,MEN-Jackets_Vests-id_00002439-02_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002439-04_1_front,id_00002439,DeepFashion-MultiModal,MEN_Jackets_Vests,his sweater has long sleeves cotton fabric and solid color patterns it has a lapel neckline the outer clothing is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00002439-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002446-04_1_front,id_00002446,DeepFashion-MultiModal,MEN_Jackets_Vests,the shirt this person wears has long sleeves its fabric is cotton and it has pure color patterns the shirt has a crew neckline this person wears a long pants with denim fabric and solid color patterns the outer clothing is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00002446-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002446-05_1_front,id_00002446,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve sweater with pure color patterns the sweater is with cotton fabric it has a crew neckline the shorts this person wears is of medium length the shorts are with denim fabric and solid color patterns the outer clothing this man wears is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00002446-05_1_front.jpg,query
MEN-Jackets_Vests-id_00002754-01_1_front,id_00002754,DeepFashion-MultiModal,MEN_Jackets_Vests,the shirt the person wears has long sleeves its fabric is cotton and it has striped patterns the shirt has a round neckline the person wears a long pants with denim fabric and lattice patterns the outer clothing is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00002754-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00002958-04_1_front,id_00002958,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater the person wears has long sleeves its fabric is cotton and it has lattice patterns the sweater has a lapel neckline the outer clothing the guy wears is with cotton fabric and pure color patterns there is a hat in his head,MEN-Jackets_Vests-id_00002958-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00003336-05_1_front,id_00003336,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is crew the outer clothing the person wears is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00003336-05_1_front.jpg,gallery
MEN-Jackets_Vests-id_00003336-06_1_front,id_00003336,DeepFashion-MultiModal,MEN_Jackets_Vests,his shirt has long sleeves cotton fabric and solid color patterns it has a round neckline this man also wears an outer clothing with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00003336-06_1_front.jpg,gallery
MEN-Jackets_Vests-id_00003336-07_1_front,id_00003336,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and solid color patterns the neckline of it is crew the outer clothing is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00003336-07_1_front.jpg,gallery
MEN-Jackets_Vests-id_00003336-08_1_front,id_00003336,DeepFashion-MultiModal,MEN_Jackets_Vests,his sweater has long sleeves cotton fabric and solid color patterns it has a crew neckline the outer clothing this person wears is with cotton fabric and solid color patterns the guy is wearing a hat,MEN-Jackets_Vests-id_00003336-08_1_front.jpg,gallery
MEN-Jackets_Vests-id_00003336-10_1_front,id_00003336,DeepFashion-MultiModal,MEN_Jackets_Vests,this man wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric the neckline of the shirt is crew the outer clothing this gentleman wears is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00003336-10_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004014-01_1_front,id_00004014,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater the gentleman wears has long sleeves and it is with cotton fabric and pure color patterns the neckline of the sweater is crew this person also wears an outer clothing with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00004014-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004014-02_1_front,id_00004014,DeepFashion-MultiModal,MEN_Jackets_Vests,his sweater has long sleeves cotton fabric and pure color patterns it has a round neckline the outer clothing is with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00004014-02_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004014-03_1_front,id_00004014,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and pure color patterns it has a round neckline the outer clothing is with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00004014-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004235-01_1_front,id_00004235,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and solid color patterns it has a crew neckline the outer clothing this man wears is with leather fabric and pure color patterns there is a hat in his head,MEN-Jackets_Vests-id_00004235-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004319-01_1_front,id_00004319,DeepFashion-MultiModal,MEN_Jackets_Vests,the guy is wearing a long sleeve shirt with pure color patterns the shirt is with leather fabric it has a lapel neckline this gentleman also wears an outer clothing with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00004319-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004319-03_1_front,id_00004319,DeepFashion-MultiModal,MEN_Jackets_Vests,the guy wears a long sleeve shirt with solid color patterns the shirt is with cotton fabric and it has a round neckline the outer clothing is with leather fabric and solid color patterns,MEN-Jackets_Vests-id_00004319-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004328-01_1_front,id_00004328,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and solid color patterns it has a round neckline this man also wears an outer clothing with cotton fabric and pure color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00004328-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004328-02_1_front,id_00004328,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric and its neckline is round the outer clothing the gentleman wears is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00004328-02_1_front.jpg,query
MEN-Jackets_Vests-id_00004328-03_1_front,id_00004328,DeepFashion-MultiModal,MEN_Jackets_Vests,the sweater the gentleman wears has long sleeves its fabric is cotton and it has solid color patterns the sweater has a round neckline the outer clothing is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00004328-03_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004606-01_1_front,id_00004606,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and pure color patterns the neckline of it is round the outer clothing this guy wears is with leather fabric and complicated patterns,MEN-Jackets_Vests-id_00004606-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004622-01_1_front,id_00004622,DeepFashion-MultiModal,MEN_Jackets_Vests,the person is wearing a long sleeve shirt with solid color patterns and a long pants the shirt is with cotton fabric and its neckline is round the pants are with cotton fabric and pure color patterns the outer clothing the gentleman wears is with leather fabric and other patterns,MEN-Jackets_Vests-id_00004622-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004672-01_1_front,id_00004672,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and pure color patterns it has a crew neckline the gentleman also wears an outer clothing with leather fabric and pure color patterns,MEN-Jackets_Vests-id_00004672-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00004882-01_1_front,id_00004882,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve sweater with solid color patterns the sweater is with cotton fabric the outer clothing is with cotton fabric and pure color patterns the gentleman is wearing a hat,MEN-Jackets_Vests-id_00004882-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005047-01_1_front,id_00005047,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and pure color patterns the neckline of it is round the outer clothing this man wears is with denim fabric and pure color patterns this person has a hat in his head,MEN-Jackets_Vests-id_00005047-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005097-04_1_front,id_00005097,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve shirt with solid color patterns the shirt is with cotton fabric it has a crew neckline the person also wears an outer clothing with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00005097-04_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005097-05_1_front,id_00005097,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve shirt with pure color patterns the shirt is with cotton fabric and its neckline is crew the outer clothing is with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00005097-05_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005097-07_1_front,id_00005097,DeepFashion-MultiModal,MEN_Jackets_Vests,the upper clothing has long sleeves cotton fabric and lattice patterns it has a lapel neckline the outer clothing is with cotton fabric and solid color patterns this person wears a belt,MEN-Jackets_Vests-id_00005097-07_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005097-08_1_front,id_00005097,DeepFashion-MultiModal,MEN_Jackets_Vests,this man wears a long sleeve sweater with solid color patterns and a long pants the sweater is with cotton fabric the neckline of the sweater is round the pants are with denim fabric and solid color patterns this man also wears an outer clothing with cotton fabric and solid color patterns there is an accessory on his wrist,MEN-Jackets_Vests-id_00005097-08_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005346-01_1_front,id_00005346,DeepFashion-MultiModal,MEN_Jackets_Vests,the gentleman wears a long sleeve sweater with solid color patterns the sweater is with cotton fabric and it has a round neckline the outer clothing is with denim fabric and solid color patterns,MEN-Jackets_Vests-id_00005346-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005451-01_1_front,id_00005451,DeepFashion-MultiModal,MEN_Jackets_Vests,this person is wearing a long sleeve shirt with plaid patterns the shirt is with cotton fabric the neckline of the shirt is round the person also wears an outer clothing with leather fabric and solid color patterns,MEN-Jackets_Vests-id_00005451-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005528-06_1_front,id_00005528,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve sweater with solid color patterns the sweater is with knitting fabric the neckline of the sweater is lapel the outer clothing is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00005528-06_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005528-08_1_front,id_00005528,DeepFashion-MultiModal,MEN_Jackets_Vests,this person is wearing a long sleeve sweater with solid color patterns the sweater is with cotton fabric and its neckline is lapel this guy also wears an outer clothing with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00005528-08_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005528-09_1_front,id_00005528,DeepFashion-MultiModal,MEN_Jackets_Vests,this person wears a long sleeve sweater with solid color patterns and long pants the sweater is with knitting fabric and it has a lapel neckline the pants are with denim fabric and pure color patterns the outer clothing is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00005528-09_1_front.jpg,query
MEN-Jackets_Vests-id_00005597-01_1_front,id_00005597,DeepFashion-MultiModal,MEN_Jackets_Vests,the shirt the person wears has long sleeves its fabric is cotton and it has pure color patterns the outer clothing the guy wears is with cotton fabric and solid color patterns,MEN-Jackets_Vests-id_00005597-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005943-01_1_front,id_00005943,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric and it has a lapel neckline the outer clothing is with cotton fabric and pure color patterns there is a hat in his head,MEN-Jackets_Vests-id_00005943-01_1_front.jpg,gallery
MEN-Jackets_Vests-id_00005943-07_1_front,id_00005943,DeepFashion-MultiModal,MEN_Jackets_Vests,this guy is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is lapel this guy wears a long pants the pants are with denim fabric and pure color patterns the person also wears an outer clothing with cotton fabric and pure color patterns,MEN-Jackets_Vests-id_00005943-07_1_front.jpg,gallery
